gene_id,gene_symbol,gene_name,alternate_names,alternate_symbols,vip_status
PA35916,SLC6A9,solute carrier family 6 member 9,"""Sodium- and chloride-dependent glycine transporter 1"", ""solute carrier family 6 (neurotransmitter transporter, glycine), member 9""","GLYT1, GlyT-1",Yes
PA35917,SLC7A1,solute carrier family 7 member 1,"""amino acid transporter, cationic 1"", ""ecotropic retroviral receptor"", ""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""","ATRC1, CAT-1, ERR, HCAT1, REC1L",Yes
PA35918,SLC7A10,solute carrier family 7 member 10,"solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10",asc-1,Yes
PA35919,SLC7A11,solute carrier family 7 member 11,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",xCT,Yes
PA134980828,SLC7A13,solute carrier family 7 member 13,"solute carrier family 7 (anionic amino acid transporter), member 13","AGT-1, XAT2",Yes
PA142670913,SLC7A14,solute carrier family 7 member 14,"""protein phosphatase 1, regulatory subunit 142"", ""solute carrier family 7 (orphan transporter), member 14"", ""solute carrier family 7, member 14""","KIAA1613, PPP1R142",Yes
PA35920,SLC7A2,solute carrier family 7 member 2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","ATRC2, CAT-2, CAT-2A, CAT-2B, HCAT2, SLC7A2A, SLC7A2B",Yes
PA35921,SLC7A3,solute carrier family 7 member 3,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3","ATRC3, CAT-3, FLJ14541",Yes
PA35922,SLC7A4,solute carrier family 7 member 4,"""solute carrier family 7 (orphan transporter), member 4"", ""solute carrier family 7, member 4""","CAT-4, HCAT3, VH",Yes
PA35923,SLC7A5,solute carrier family 7 member 5,"""L-type amino acid transporter 1"", ""solute carrier family 7 (amino acid transporter light chain, L system), member 5""","CD98, D16S469E, E16, LAT1, MPE16",Yes
PA35924,SLC7A6,solute carrier family 7 member 6,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6","KIAA0245, LAT-2, LAT3, y+LAT-2",Yes
PA142670912,SLC7A6OS,solute carrier family 7 member 6 opposite strand,"solute carrier family 7, member 6 opposite strand","FLJ13291, Iwr1",Yes
PA35925,SLC7A7,solute carrier family 7 member 7,"""Y+L amino acid transporter 1"", ""solute carrier family 7 (amino acid transporter light chain, y+L system), member 7""","LPI, Y+LAT1, y+LAT-1",Yes
PA35926,SLC7A8,solute carrier family 7 member 8,"solute carrier family 7 (amino acid transporter light chain, L system), member 8","LAT2, LPI-PC1",Yes
PA35927,SLC7A9,solute carrier family 7 member 9,"""b(0,+)-type amino acid transporter 1"", ""solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9"", ""solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9""","BAT1, CSNU3",Yes
PA314,SLC8A1,solute carrier family 8 member A1,"""Na+/Ca++ exchanger"", ""solute carrier family 8 (sodium/calcium exchanger), member 1""",NCX1,Yes
PA313,SLC8A2,solute carrier family 8 member A2,"solute carrier family 8 (sodium/calcium exchanger), member 2","KIAA1087, NCX2",Yes
PA315,SLC8A3,solute carrier family 8 member A3,"solute carrier family 8 (sodium/calcium exchanger), member 3",NCX3,Yes
PA134954965,SLC8B1,solute carrier family 8 member B1,"""solute carrier family 24 (sodium/lithium/calcium exchanger), member 6"", ""solute carrier family 8 (sodium/lithium/calcium exchanger), member B1""","FLJ22233, NCKX6, NCLX, SLC24A6",Yes
PA35928,SLC9A1,solute carrier family 9 member A1,"""Sodium/hydrogen exchanger 1"", ""protein phosphatase 1, regulatory subunit 143"", ""solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1""","APNH, NHE-1, NHE1, PPP1R143",Yes
PA35929,SLC9A2,solute carrier family 9 member A2,"solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2",NHE2,Yes
PA316,SLC9A3,solute carrier family 9 member A3,"""Sodium/hydrogen exchanger 3"", ""solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3""","NHE-3, NHE3",Yes
PA35930,SLC9A3P1,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 1",Unknown,Unknown,Yes
PA134978084,SLC9A3P2,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 2",Unknown,Unknown,Yes
PA35933,SLC9A4,solute carrier family 9 member A4,"solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4",NHE4,Yes
PA35934,SLC9A5,solute carrier family 9 member A5,"solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5",NHE5,Yes
PA35935,SLC9A6,solute carrier family 9 member A6,"""Sodium/hydrogen exchanger 6"", ""solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6""","KIAA0267, NHE-6, NHE6",Yes
PA38200,SLC9A7,solute carrier family 9 member A7,"""Sodium/hydrogen exchanger 7"", ""solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7""","NHE-7, NHE7",Yes
PA134924114,SLC9A8,solute carrier family 9 member A8,"solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8","KIAA0939, NHE8",Yes
PA134889062,SLC9A9,solute carrier family 9 member A9,"solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9","FLJ35613, NHE9",Yes
PA162397486,SLC9B1,solute carrier family 9 member B1,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1","NHA1, NHEDC1",Yes
PA162397515,SLC9B2,solute carrier family 9 member B2,"solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2","FLJ23984, NHA2, NHEDC2",Yes
PA134914619,SLC9C1,solute carrier family 9 member C1,"""solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1"", ""sperm-NHE""","NHE, SLC9A10",Yes
PA134865165,SLC9C2,solute carrier family 9 member C2 (putative),"solute carrier family 9, member C2 (putative)","MGC43026, SLC9A11",Yes
PA328,SLCO1A2,solute carrier organic anion transporter family member 1A2,"solute carrier organic anion transporter family, member 1A2","OATP, OATP-A, OATP1A2, SLC21A3",Yes
PA134865839,SLCO1B1,solute carrier organic anion transporter family member 1B1,"solute carrier organic anion transporter family, member 1B1","LST-1, OATP-C, OATP1B1, SLC21A6",Yes
PA35844,SLCO1B3,solute carrier organic anion transporter family member 1B3,"solute carrier organic anion transporter family, member 1B3","OATP1B3, OATP8, SLC21A8",Yes
PA166049008,SLCO1B7,solute carrier organic anion transporter family member 1B7 (putative),"solute carrier organic anion transporter family, member 1B7 (non-functional)","LST3, SLC21A21",Yes
PA37815,SLCO1C1,solute carrier organic anion transporter family member 1C1,"solute carrier organic anion transporter family, member 1C1","OATP-F, OATP1, OATP1C1, SLC21A14",Yes
PA35840,SLCO2A1,solute carrier organic anion transporter family member 2A1,"""prostaglandin transporter"", ""solute carrier organic anion transporter family, member 2A1""","MATR1, OATP2A1, PGT, SLC21A2",Yes
PA35845,SLCO2B1,solute carrier organic anion transporter family member 2B1,"solute carrier organic anion transporter family, member 2B1","OATP-B, OATP2B1, SLC21A9",Yes
PA35837,SLCO3A1,solute carrier organic anion transporter family member 3A1,"solute carrier organic anion transporter family, member 3A1","OATP-D, OATP3A1, SLC21A11",Yes
PA35838,SLCO4A1,solute carrier organic anion transporter family member 4A1,"solute carrier organic anion transporter family, member 4A1","OATP-E, OATP4A1, SLC21A12",Yes
PA134892408,SLCO4C1,solute carrier organic anion transporter family member 4C1,"solute carrier organic anion transporter family, member 4C1","OATP-H, OATP4C1, OATPX, SLC21A20",Yes
PA134948571,SLCO5A1,solute carrier organic anion transporter family member 5A1,"solute carrier organic anion transporter family, member 5A1","OATP-J, OATP5A1, OATPRP4, SLC21A15",Yes
PA134949852,SLCO6A1,solute carrier organic anion transporter family member 6A1,"""cancer/testis antigen 48"", ""solute carrier organic anion transporter family, member 6A1""","CT48, MGC26949, OATP6A1, OATPY",Yes
PA134911523,SLF1,SMC5-SMC6 complex localization factor 1,"SMC5-SMC6 complex localization factor 1, ankyrin repeat domain 32","ANKRD32, BRCTD1, BRCTx, DKFZp564C0469, DKFZp761C121, hNSE5",Yes
PA162387411,SLF2,SMC5-SMC6 complex localization factor 2,"""SMC5-SMC6 complex localization factor 2"", ""family with sequence similarity 178, member A""","C10orf6, FAM178A, FLJ10512, FLJ25012, hNSE6",Yes
PA144596358,SLFN11,schlafen family member 11,Unknown,FLJ34922,Yes
PA144596359,SLFN12,schlafen family member 12,Unknown,FLJ10260,Yes
PA162403886,SLFN12L,schlafen family member 12 like,schlafen family member 12-like,Unknown,Yes
PA144596360,SLFN13,schlafen family member 13,Unknown,FLJ31952,Yes
PA144596361,SLFN14,schlafen family member 14,Unknown,Unknown,Yes
PA144596357,SLFN5,schlafen family member 5,Unknown,MGC19764,Yes
PA144596362,SLFNL1,schlafen like 1,schlafen-like 1,FLJ23878,Yes
PA134892132,SLIRP,SRA stem-loop interacting RNA binding protein,Unknown,"C14orf156, DC50",Yes
PA35938,SLIT1,slit guidance ligand 1,"multiple EGF like domains 4, slit homolog 1 (Drosophila)","MEGF4, SLIL1, SLIT3, Slit-1, slit1",Yes
PA35939,SLIT2,slit guidance ligand 2,slit homolog 2 (Drosophila),"SLIL3, Slit-2",Yes
PA35940,SLIT3,slit guidance ligand 3,"multiple EGF like domains 5, slit homolog 3 (Drosophila)","MEGF5, SLIL2, SLIT1, Slit-3, slit2",Yes
PA134944423,SLITRK1,SLIT and NTRK like family member 1,"SLIT and NTRK-like family, member 1","KIAA1910, LRRC12",Yes
PA134968225,SLITRK2,SLIT and NTRK like family member 2,"SLIT and NTRK-like family, member 2","CXorf1, CXorf2, KIAA1854, SLITL1, TMEM257",Yes
PA134958002,SLITRK3,SLIT and NTRK like family member 3,"SLIT and NTRK-like family, member 3",KIAA0848,Yes
PA134926932,SLITRK4,SLIT and NTRK like family member 4,"SLIT and NTRK-like family, member 4",DKFZp547M2010,Yes
PA134885524,SLITRK5,SLIT and NTRK like family member 5,"SLIT and NTRK-like family, member 5","KIAA0918, LRRC11, bA364G4.2",Yes
PA134928433,SLITRK6,SLIT and NTRK like family member 6,"SLIT and NTRK-like family, member 6",FLJ22774,Yes
PA35941,SLK,STE20 like kinase,STE20-like kinase,"KIAA0204, STK2, se20-9",Yes
PA38179,SLMAP,sarcolemma associated protein,Sarcolemmal-associated protein,"KIAA1601, SLAP",Yes
PA35942,SLN,sarcolipin,Unknown,"MGC12301, MGC125854, MGC125855",Yes
PA35944,SLPI,secretory leukocyte peptidase inhibitor,antileukoproteinase,"ALK1, ALP, BLPI, HUSI, HUSI-I, WAP4, WFDC4",Yes
PA142670898,SLTM,SAFB like transcription modulator,"SAFB-like, transcription modulator","FLJ13213, Met",Yes
PA128394574,SLU7,"SLU7 homolog, splicing factor","""SLU7 homolog, splicing factor"", ""SLU7 splicing factor homolog (S. cerevisiae)"", ""zinc knuckle motif containing""",9G8,Yes
PA134936818,SLURP1,secreted LY6/PLAUR domain containing 1,"ARS component B, lymphocyte antigen 6-like secreted","ANUP, ARS, ArsB, LY6-MT, LY6LS, MDM",Yes
PA166181638,SLURP2,secreted LY6/PLAUR domain containing 2,Unknown,Unknown,Yes
PA142671737,SLX1A,"SLX1 homolog A, structure-specific endonuclease subunit","""SLX1 homolog A, structure-specific endonuclease subunit"", ""SLX1 structure-specific endonuclease subunit homolog A (S. cerevisiae)""",GIYD1,Yes
PA142671738,SLX1B,"SLX1 homolog B, structure-specific endonuclease subunit","""SLX1 homolog B, structure-specific endonuclease subunit"", ""SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)""","GIYD2, MGC5178",Yes
PA134983583,SLX4,SLX4 structure-specific endonuclease subunit,"""Fanconi anemia, complementation group P"", ""SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)""","BTBD12, FANCP, KIAA1784, KIAA1987",Yes
PA25801,SLX4IP,SLX4 interacting protein,Unknown,"C20orf94, dJ1099D15.3",Yes
PA166352127,SLX9,SLX9 ribosome biogenesis factor,Unknown,"C21orf70, FAM207A, PRED56",Yes
PA128394582,SMA5,SMA5 (non-HGNC gene),Unknown,Unknown,Yes
PA30524,SMAD1,SMAD family member 1,Unknown,"JV4-1, MADH1, MADR1",Yes
PA134959722,SMAD2,SMAD family member 2,Unknown,"JV18-1, MADH2, MADR2",Yes
PA30526,SMAD3,SMAD family member 3,Unknown,"HsT17436, JV15-2, MADH3",Yes
PA30527,SMAD4,SMAD family member 4,Unknown,"DPC4, MADH4",Yes
PA30528,SMAD5,SMAD family member 5,Unknown,"Dwfc, JV5-1, MADH5",Yes
PA164725848,SMAD5-AS1,SMAD5 antisense RNA 1,Unknown,DAMS,Yes
PA30529,SMAD6,SMAD family member 6,Unknown,"HsT17432, MADH6, MADH7",Yes
PA134875286,SMAD7,SMAD family member 7,Unknown,"MADH7, MADH8",Yes
PA30531,SMAD9,SMAD family member 9,Unknown,"MADH6, MADH9, SMAD8, SMAD8/9",Yes
PA165513352,SMAGP,small cell adhesion glycoprotein,small trans-membrane and glycosylated protein,"MGC149453, MGC149454, hSMAGP",Yes
PA134893764,SMAP1,small ArfGAP 1,Unknown,"FLJ13159, SMAP-1",Yes
PA162403939,SMAP2,small ArfGAP2,Unknown,SMAP1L,Yes
PA35947,SMARCA1,SNF2 related chromatin remodeling ATPase 1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SWI, hSNF2L",Yes
PA35948,SMARCA2,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2,"""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"", ""brahma homolog""","BAF190, BRM, SNF2, SNF2L2, SNF2LA, SWI2, Sth1p, hBRM, hSNF2a",Yes
PA35950,SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4,"""ATP-dependent helicase SMARCA4"", ""BRM/SWI2-related gene 1"", ""SNF2-like 4"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"", ""brahma protein-like 1"", ""global transcription activator homologous sequence"", ""homeotic gene regulator"", ""mitotic growth and transcription activator"", ""nuclear protein GRB1"", ""sucrose nonfermenting-like 4""","BAF190, BRG1, FLJ39786, SNF2, SNF2-BETA, SNF2L4, SNF2LB, SWI2, hSNF2b",Yes
PA35951,SMARCA5,SNF2 related chromatin remodeling ATPase 5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5","ISWI, hISWI, hSNF2H",Yes
PA134954731,SMARCAD1,SNF2 related chromatin remodeling ATPase with DExD box 1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1","DKFZP762K2015, DKFZp762K2015, ETL1, KIAA1122",Yes
PA35952,SMARCAL1,SNF2 related chromatin remodeling annealing helicase 1,"""ATP-driven annealing helicase"", ""HepA-related protein"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1""","HARP, HHARP",Yes
PA35953,SMARCB1,SWI/SNF related BAF chromatin remodeling complex subunit B1,"""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"", ""integrase interactor 1"", ""malignant rhabdoid tumor suppressor"", ""protein phosphatase 1, regulatory subunit 144"", ""sucrose nonfermenting, yeast, homolog-like 1""","BAF47, INI-1, Ini1, PPP1R144, RDT, SNF5, SNF5L1, Sfh1p, Snr1, hSNFS",Yes
PA35954,SMARCC1,SWI/SNF related BAF chromatin remodeling complex subunit C1,"""SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1""","BAF155, CRACC1, Rsc8, SRG3",Yes
PA35955,SMARCC2,SWI/SNF related BAF chromatin remodeling complex subunit C2,"""SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2""","BAF170, CRACC2, Rsc8",Yes
PA35956,SMARCD1,SWI/SNF related BAF chromatin remodeling complex subunit D1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","BAF60A, CRACD1, Rsc6p",Yes
PA35957,SMARCD2,SWI/SNF related BAF chromatin remodeling complex subunit D2,"""SWI/SNF complex 60 kDa subunit B"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"", ""Swp73-like protein"", ""chromatin remodeling complex BAF60B subunit"", ""mammalian chromatin remodeling complex BRG1-associated factor 60B""","BAF60B, CRACD2, PRO2451, Rsc6p",Yes
PA35958,SMARCD3,SWI/SNF related BAF chromatin remodeling complex subunit D3,"""60kDa BRG-1/Brm associated factor subunit c"", ""SWI/SNF complex 60 kDa subunit C"", ""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"", ""Swp73-like protein"", ""mammalian chromatin remodeling complex BRG1-associated factor 60C""","BAF60C, CRACD3, Rsc6p",Yes
PA35959,SMARCE1,SWI/SNF related BAF chromatin remodeling complex subunit E1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",BAF57,Yes
PA35961,SMC1A,structural maintenance of chromosomes 1A,Unknown,"DXS423E, KIAA0178, SB1.8, SMC1L1, Smcb",Yes
PA35962,SMC1B,structural maintenance of chromosomes 1B,Unknown,"SMC1L2, bK268H5",Yes
PA37833,SMC2,structural maintenance of chromosomes 2,Unknown,"CAP-E, SMC2L1, hCAP-E",Yes
PA26966,SMC3,structural maintenance of chromosomes 3,bamacan proteoglycan,"BAM, CSPG6, HCAP, SMC3L1, bamacan",Yes
PA37834,SMC4,structural maintenance of chromosomes 4,Unknown,"CAP-C, SMC4L1, hCAP-C",Yes
PA134993662,SMC5,structural maintenance of chromosomes 5,Unknown,"KIAA0594, SMC5L1",Yes
PA134892702,SMC6,structural maintenance of chromosomes 6,Unknown,"FLJ22116, SMC6L1",Yes
PA128395776,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,Unknown,"FSHD2, KIAA0650",Yes
PA142672378,SMCO1,single-pass membrane protein with coiled-coil domains 1,Unknown,"C3orf43, DKFZp313B0440, FLJ41923",Yes
PA162378014,SMCO2,single-pass membrane protein with coiled-coil domains 2,Unknown,"C12orf70, LOC341346",Yes
PA162378005,SMCO3,single-pass membrane protein with coiled-coil domains 3,Unknown,"C12orf69, LOC440087",Yes
PA144596494,SMCO4,single-pass membrane protein with coiled-coil domains 4,Unknown,"C11orf75, FN5",Yes
PA30710,SMCP,sperm mitochondria associated cysteine rich protein,sperm mitochondria-associated cysteine-rich protein,MCSP,Yes
PA38259,SMCR2,"Smith-Magenis syndrome chromosome region, candidate 2 (non-protein coding)",Unknown,Unknown,Yes
PA38263,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)",non-protein coding RNA 34,NCRNA00034,Yes
PA38266,SMCR8,SMCR8-C9orf72 complex subunit,"Smith-Magenis syndrome chromosome region, candidate 8","DENND8A, FLJ34716",Yes
PA166352128,SMCR9,"Smith-Magenis syndrome chromosome region, candidate 9",Unknown,Unknown,Yes
PA145149451,SMDT1,single-pass membrane protein with aspartate rich tail 1,"essential MCU regulator, single-pass membrane protein with aspartate-rich tail 1","C22orf32, DDDD, EMRE, dJ186O1.1",Yes
PA164725852,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,"""SMG1 phosphatidylinositol 3-kinase-related kinase"", ""SMG1, nonsense mediated mRNA decay associated PI3K related kinase"", ""phosphatidylinositol 3-kinase-related kinase"", ""smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)""","ATX, KIAA0421, LIP",Yes
PA143485617,SMG5,SMG5 nonsense mediated mRNA decay factor,"""EST1 telomerase component homolog B (S. cerevisiae)"", ""SMG5 nonsense mediated mRNA decay factor"", ""SMG5, nonsense mediated mRNA decay factor"", ""smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)""","EST1B, KIAA1089, LPTS-RP1, LPTSRP1, RP11-54H19.7, SMG-5",Yes
PA25584,SMG6,SMG6 nonsense mediated mRNA decay factor,"""EST1 telomerase component homolog A (S. cerevisiae)"", ""SMG6 nonsense mediated mRNA decay factor"", ""SMG6, nonsense mediated mRNA decay factor"", ""smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)""","C17orf31, EST1A, KIAA0732, SMG-6",Yes
PA25589,SMG6-IT1,SMG6 intronic transcript 1 (non-protein coding),Unknown,Unknown,Yes
PA25605,SMG7,SMG7 nonsense mediated mRNA decay factor,"""EST1 telomerase component homolog C (S. cerevisiae)"", ""SMG7 nonsense mediated mRNA decay factor"", ""SMG7, nonsense mediated mRNA decay factor"", ""smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)""","C1orf16, EST1C, KIAA0250, SGA56M, SMG-7",Yes
PA142672219,SMG8,SMG8 nonsense mediated mRNA decay factor,"""SMG8 nonsense mediated mRNA decay factor"", ""SMG8, nonsense mediated mRNA decay factor"", ""smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)""","C17orf71, FLJ10587, FLJ23205",Yes
PA162378734,SMG9,SMG9 nonsense mediated mRNA decay factor,"""SMG9 nonsense mediated mRNA decay factor"", ""SMG9, nonsense mediated mRNA decay factor"", ""smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)""","C19orf61, FLJ12886",Yes
PA166049116,SMIM1,small integral membrane protein 1 (Vel blood group),small integral membrane protein 1,Vel,Yes
PA166049079,SMIM10,small integral membrane protein 10,Unknown,CXorf69,Yes
PA166181639,SMIM10L1,small integral membrane protein 10 like 1,Unknown,Unknown,Yes
PA164723613,SMIM10L2A,small integral membrane protein 10 like 2A,"lncRNA activator of enhancer domains, long intergenic non-protein coding RNA 86","LED, LINC00086, LINC0086, MGC39606, NCRNA00086",Yes
PA164723622,SMIM10L2B,small integral membrane protein 10 like 2B,long intergenic non-protein coding RNA 87,"LINC00087, NCRNA00087, RP11-85L21.2",Yes
PA166352129,SMIM10L3,small integral membrane protein 10 like 3,salivary gland specific protein 1,SAGSIN1,Yes
PA166352130,SMIM11,small integral membrane protein 11,Unknown,"C21orf51, FAM165B, SMIM11A",Yes
PA166352131,SMIM11B,small integral membrane protein 11B,Unknown,Unknown,Yes
PA162387007,SMIM11P1,small integral membrane protein 11 pseudogene 1,Unknown,bA33E24.4,Yes
PA162378876,SMIM12,small integral membrane protein 12,Unknown,"C1orf212, FLJ90372",Yes
PA166048980,SMIM13,small integral membrane protein 13,Unknown,C6orf228,Yes
PA162379760,SMIM14,small integral membrane protein 14,Unknown,"C4orf34, FLJ13289",Yes
PA162380269,SMIM15,small integral membrane protein 15,Unknown,"C5orf43, DKFZP686E2158",Yes
PA166048978,SMIM17,small integral membrane protein 17,Unknown,Unknown,Yes
PA166049095,SMIM18,small integral membrane protein 18,Unknown,Unknown,Yes
PA142672359,SMIM19,small integral membrane protein 19,Unknown,C8orf40,Yes
PA166048985,SMIM2,small integral membrane protein 2,Unknown,"C13orf44, MGC5590",Yes
PA165663312,SMIM20,small integral membrane protein 20,phoenixin,"C4orf52, MITRAC7, PNX",Yes
PA162378613,SMIM21,small integral membrane protein 21,Unknown,C18orf62,Yes
PA166123737,SMIM22,small integral membrane protein 22,cancer associated small integral membrane open reading frame 1,CASIMO1,Yes
PA162380358,SMIM23,small integral membrane protein 23,chromosome 5 open reading frame 50,"C5orf50, LOC644994",Yes
PA165393200,SMIM24,small integral membrane protein 24,chromosome 19 open reading frame 77,"C19orf77, HSPC323",Yes
PA166181641,SMIM26,small integral membrane protein 26,Unknown,"LINC00493, LOC388789",Yes
PA142672308,SMIM27,small integral membrane protein 27,"TOPORS antisense RNA 1, small integral membrane protein 27","C9orf133, SMIM27, TOPORS-AS1",Yes
PA166181642,SMIM28,small integral membrane protein 28,Unknown,Unknown,Yes
PA25922,SMIM29,small integral membrane protein 29,chromosome 6 open reading frame 1,"C6orf1, LBH, MGC57858",Yes
PA165660222,SMIM3,small integral membrane protein 3,Unknown,"C5orf62, MSTP150, NID67",Yes
PA166181643,SMIM30,small integral membrane protein 30,microprotein in antiviral immunity 1,"LINC00998, MAVI1",Yes
PA166181644,SMIM31,small integral membrane protein 31,human epithelial cell program regulator,"LINC01207, h.EPR",Yes
PA166181645,SMIM32,small integral membrane protein 32,Unknown,Unknown,Yes
PA166181646,SMIM33,small integral membrane protein 33,Unknown,Unknown,Yes
PA166352132,SMIM34,small integral membrane protein 34,Unknown,SMIM34A,Yes
PA166352133,SMIM34B,small integral membrane protein 34B,Unknown,Unknown,Yes
PA166181649,SMIM35,small integral membrane protein 35,Unknown,TMPRSS4-AS1,Yes
PA166181650,SMIM36,small integral membrane protein 36,Unknown,Unknown,Yes
PA166181651,SMIM38,small integral membrane protein 38,Unknown,Unknown,Yes
PA166181652,SMIM39,small integral membrane protein 39,Unknown,Unknown,Yes
PA166181653,SMIM40,small integral membrane protein 40,Unknown,Unknown,Yes
PA166181654,SMIM41,small integral membrane protein 41,Unknown,Unknown,Yes
PA166352134,SMIM42,small integral membrane protein 42,Unknown,Unknown,Yes
PA166352135,SMIM43,small integral membrane protein 43,Nodal Enhanced MEsendoderm Peptide,NEMEP,Yes
PA166352136,SMIM44,small integral membrane protein 44,Unknown,Unknown,Yes
PA166352137,SMIM45,small integral membrane protein 45,Unknown,LINC00634,Yes
PA166352138,SMIM46,small integral membrane protein 46,Unknown,Unknown,Yes
PA166352139,SMIM47,small integral membrane protein 47,Unknown,Unknown,Yes
PA166049052,SMIM5,small integral membrane protein 5,Unknown,C17orf109,Yes
PA166049054,SMIM6,small integral membrane protein 6,"endoregulin, small integral membrane protein 6","C17orf110, ELN, SMIM6",Yes
PA144596475,SMIM7,small integral membrane protein 7,Unknown,"C19orf42, MGC2747",Yes
PA134961667,SMIM8,small integral membrane protein 8,Unknown,"C6orf162, DKFZP586E1923, dJ102H19.2",Yes
PA166049081,SMIM9,small integral membrane protein 9,Unknown,CXorf68,Yes
PA166049099,SMKR1,small lysine rich protein 1,small lysine-rich protein 1,Unknown,Yes
PA166049154,SMLR1,small leucine rich protein 1,small leucine-rich protein 1,Unknown,Yes
PA35966,SMN1,"survival of motor neuron 1, telomeric","gemin-1, tudor domain containing 16A","BCD541, GEMIN1, SMA, SMA1, SMA2, SMA3, SMA@, SMNT, TDRD16A",Yes
PA35967,SMN2,"survival of motor neuron 2, centromeric",tudor domain containing 16B,"BCD541, GEMIN1, SMNC, TDRD16B",Yes
PA134990780,SMNDC1,survival motor neuron domain containing 1,"""splicing factor 30, survival of motor neuron-related"", ""tudor domain containing 16C""","SMNR, SPF30, TDRD16C",Yes
PA35968,SMO,"smoothened, frizzled class receptor","""frizzled family member 11"", ""smoothened, frizzled family receptor""","FZD11, SMOH",Yes
PA134942329,SMOC1,SPARC related modular calcium binding 1,Unknown,Unknown,Yes
PA134934590,SMOC2,SPARC related modular calcium binding 2,Unknown,SMAP2,Yes
PA25701,SMOX,spermine oxidase,Unknown,"C20orf16, FLJ20746, MGC1010, PAO, PAOh1, SMO, dJ779E11.1",Yes
PA35969,SMPD1,sphingomyelin phosphodiesterase 1,"""Niemann-Pick type A/B"", ""acid sphingomyelinase"", ""sphingomyelin phosphodiesterase 1, acid lysosomal""",ASM,Yes
PA35970,SMPD2,sphingomyelin phosphodiesterase 2,"""neutral sphingomyelinase"", ""sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)""","ISC1, nSMase",Yes
PA37862,SMPD3,sphingomyelin phosphodiesterase 3,"""neutral sphingomyelinase II"", ""sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)""",NSMASE2,Yes
